"filename", "language", "Properties", "JSON", "JavaScript", "HTML", "CSS", "Markdown", "SCSS", "comment", "blank", "total"
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/Buttons-1.6.1/js/buttons.jqueryui.min.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 4, 1, 7
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/Buttons-1.6.1/js/buttons.print.js", "JavaScript", 0, 0, 135, 0, 0, 0, 0, 32, 44, 211
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/Buttons-1.6.1/js/buttons.print.min.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 4, 1, 10
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/Buttons-1.6.1/js/buttons.semanticui.js", "JavaScript", 0, 0, 43, 0, 0, 0, 0, 6, 9, 58
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/Buttons-1.6.1/js/buttons.semanticui.min.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 4, 1, 7
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/Buttons-1.6.1/js/dataTables.buttons.js", "JavaScript", 0, 0, 1333, 0, 0, 0, 0, 351, 332, 2016
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/Buttons-1.6.1/js/dataTables.buttons.min.js", "JavaScript", 0, 0, 38, 0, 0, 0, 0, 4, 1, 43
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/css/colReorder.bootstrap.css", "CSS", 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/css/colReorder.bootstrap.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/css/colReorder.bootstrap4.css", "CSS", 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/css/colReorder.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/css/colReorder.dataTables.css", "CSS", 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/css/colReorder.dataTables.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
